,,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,total_passengers,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price,avg_price
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
origin_state,destination,,,,,,,,,,,,,,,,
MA,"Kansas City, MO",30.0,1920.6666666666667,426.80297750741545,528.0,1933.0,2030.0,2131.5,2383.0,30.0,314.9116114083883,50.67269088523969,227.51743331232936,278.87240979290124,300.5907643242142,342.1204536728135,414.56061426340443
MA,"Key West, FL",7.0,266.14285714285717,131.71361429433247,112.0,185.5,263.0,300.5,516.0,7.0,331.18624002148664,26.930139999982245,285.1182404034743,317.47632575757575,344.1354166666667,349.7709080047789,354.5555555555556
MA,"Knoxville, TN",4.0,210.5,37.881393849751625,154.0,208.0,226.5,229.0,235.0,4.0,239.98695050600884,35.599850535569004,211.875,222.04375,228.00698924731182,245.95018975332067,292.0588235294117
MA,"Las Vegas, NV",30.0,5504.8,1266.1109718754706,1915.0,5174.0,5665.0,6115.5,7739.0,30.0,333.85571962416344,28.397129281560712,270.0610833856628,321.04789769474525,334.03463917005763,355.7682869111909,392.1106975788609
MA,"Los Angeles, CA (Metropolitan Area)",30.0,12169.8,2814.3130281988274,5053.0,10260.25,12849.0,13770.25,17044.0,30.0,436.2601055548584,93.76103129489832,309.7518857077009,372.69696381150277,416.65459939679545,461.5163452954281,660.0250958031068
MA,"Louisville, KY",29.0,753.448275862069,207.12290799131398,181.0,646.0,802.0,907.0,1031.0,29.0,321.85654183951436,43.707655056319155,237.071612635079,289.18055510574214,314.46838156484455,367.00953488372096,422.3041331994646
MA,"Madison, WI",14.0,254.5,133.10652183062314,143.0,174.5,179.0,319.5,517.0,14.0,336.5688924312431,67.25383359877395,237.53030303030303,282.5873707664884,323.3339784946237,394.4140323147173,456.7945205479451
MA,"Melbourne, FL",3.0,244.0,99.95498987044118,129.0,211.0,293.0,301.5,310.0,3.0,263.3563622362226,31.173427001766235,241.66716439135382,245.49454335433393,249.32192231731403,274.20096115865704,299.08
MA,"Memphis, TN",26.0,780.5,171.5830411200361,240.0,704.0,820.5,879.0,1039.0,26.0,389.875848243294,52.204731597368365,296.7474747474747,368.18855529582993,382.7563347607605,418.9423157184662,506.33426521293444
MA,"Miami, FL (Metropolitan Area)",30.0,13252.266666666666,2715.2451966923577,6594.0,12216.5,13359.0,14531.0,18529.0,30.0,256.6695862014002,30.188576426902106,186.8068312083285,237.25518608141536,262.8380980865241,275.2859600161553,311.397083934832
MA,"Milwaukee, WI",30.0,1662.3666666666666,528.0206685696893,201.0,1444.5,1802.0,2000.5,2491.0,30.0,300.2007272396679,75.24719426099225,200.51074017666764,247.58010493635516,280.32257412785304,308.59413773272195,449.8441759776537
MA,"Minneapolis/St. Paul, MN",30.0,4328.133333333333,1128.330831080945,1584.0,3699.5,4513.5,4858.25,6860.0,30.0,390.91868177209807,115.85145134123134,208.98770937220303,316.7593770586765,385.8338646211412,460.095386363224,674.8671954611804
MA,"Myrtle Beach, SC",30.0,983.5,426.4674260916552,102.0,844.0,891.0,1072.5,2120.0,30.0,202.31535425995213,30.979051707728484,134.50519861370304,191.88412530114923,202.09023282854668,225.8592040591233,261.95734126984127
MA,"Nashville, TN",30.0,2953.1666666666665,1422.5082772520427,1470.0,2113.0,2225.5,3157.25,6122.0,30.0,271.11289352987274,43.71820060000081,187.50066834154669,239.34704933959935,281.93281899782994,302.3573619203374,376.6080215419501
MA,"New Orleans, LA",30.0,2204.8,621.3195302102531,1005.0,1797.75,2110.0,2570.5,3364.0,30.0,292.62497003422317,36.96740325515542,223.42408532327886,267.7178150193471,296.4051642595738,316.05789185593403,386.97416790859415
MA,"New York City, NY (Metropolitan Area)",30.0,17522.633333333335,5947.411001397182,3603.0,14831.5,17755.0,19344.0,30195.0,30.0,256.0948542577863,36.469744757282456,172.81380360010542,239.3123677493212,265.9067688998141,279.53711670554776,299.9278898051684
MA,"Norfolk, VA (Metropolitan Area)",30.0,1633.6666666666667,569.1442053089723,421.0,1358.0,1477.5,2144.5,2747.0,30.0,256.12685706403494,50.67021582115809,182.3234265734266,217.5538932323027,251.2533344868064,293.9960909931775,346.2897742120943
MA,"Oklahoma City, OK",5.0,254.4,152.84076681304632,133.0,152.0,168.0,330.0,489.0,5.0,387.75183327948145,35.04845113839735,337.6296296296296,366.3492063492064,399.3676386506575,415.08,420.33269176791373
MA,"Omaha, NE",24.0,462.7083333333333,141.84421312517986,130.0,372.5,509.5,576.5,642.0,24.0,358.5750414734027,41.86372814570023,310.51483560545313,325.06864304931366,349.57058102540026,393.3160340460676,458.8541666666667
MA,"Orlando, FL",30.0,16055.766666666666,3361.7628040322406,6521.0,14060.75,16526.0,18145.0,21096.0,30.0,226.96331527971452,18.15961366376045,189.2714804943058,217.80158307014597,228.4699935328519,236.5630906362065,256.9350898867991
MA,"Philadelphia, PA",30.0,7930.533333333334,2417.610044328237,2121.0,6631.25,7942.0,9568.0,11874.0,30.0,257.291597642604,76.37636318518946,168.8616640761422,199.0168046587339,229.92612117850695,320.34137260853055,426.65902620202803
MA,"Phoenix, AZ",30.0,4559.266666666666,834.7135347276162,1952.0,4202.75,4697.5,5019.75,6368.0,30.0,356.207716395614,40.647872670827304,288.0700509209201,326.0344684192017,351.24052685956156,377.5392048031453,450.4562127968019
MA,"Pittsburgh, PA",30.0,3326.2,795.5322399674235,988.0,3038.5,3481.0,3854.25,4401.0,30.0,285.9446398277999,104.38423726831279,182.20884794752214,205.70423883139333,226.9847212428886,405.4215273012106,465.68706747681483
MA,"Portland, OR",30.0,1877.6333333333334,547.634063783556,681.0,1557.25,1812.0,2257.75,2791.0,30.0,431.26715727039965,104.02910153818091,300.1848547370769,373.2403303294937,404.37671838820415,430.8175647035724,689.8327117420598
MA,"Punta Gorda, FL",1.0,32.0,,32.0,32.0,32.0,32.0,32.0,1.0,113.84810126582278,,113.84810126582278,113.84810126582278,113.84810126582278,113.84810126582278,113.84810126582278
MA,"Raleigh/Durham, NC",30.0,4465.466666666666,1350.50853087051,1744.0,3451.25,4452.5,5448.0,7036.0,30.0,249.95198005847806,47.74895038739402,181.38484848484848,217.33481933409303,240.52599346161335,262.1455883938208,386.80853601859025
MA,"Reno, NV",2.0,173.0,12.727922061357855,164.0,168.5,173.0,177.5,182.0,2.0,396.8194726166329,78.45299536986157,341.3448275862069,369.08215010141987,396.8194726166329,424.55679513184583,452.2941176470588
MA,"Richmond, VA",30.0,1788.7666666666667,809.6870695365665,661.0,1022.5,1629.0,2486.5,3083.0,30.0,263.87718720649,95.1141546305377,187.1689806392309,198.19639757057135,214.81454132017012,326.0567640074853,453.9733714285714
MA,"Rochester, NY",26.0,773.7692307692307,315.43535726894123,183.0,635.25,784.0,1002.5,1423.0,26.0,287.3030430004847,60.81550694189845,153.71794871794873,276.6854174352579,302.8316855747523,323.37632069223724,372.6185534591194
MA,"Sacramento, CA",30.0,917.9666666666667,230.58403858588022,388.0,831.25,925.0,1066.75,1327.0,30.0,418.68603373394814,82.61668944397964,282.0707070707071,374.82844032109347,392.7920946347691,443.01577027957217,616.306170886076
MA,"Salt Lake City, UT",30.0,2051.2,687.5885598133573,1070.0,1605.75,1839.5,2253.0,3628.0,30.0,441.85540427811804,72.30934510944823,326.2788005076222,377.0133906630943,450.53995437048616,478.10584583104907,595.2214563862929
MA,"San Antonio, TX",30.0,1194.8333333333333,311.0012843230309,436.0,1085.5,1145.0,1356.25,1922.0,30.0,373.33581368707763,72.4814901684084,255.8683291149275,303.12003294993883,384.0918945337384,415.7129302917315,545.1232800710164
MA,"San Diego, CA",30.0,4012.0666666666666,1051.5004692255773,1803.0,3443.75,4030.5,4676.75,6042.0,30.0,408.15263790466577,67.15824033680805,312.67150389294915,376.8166089159476,388.09530636769,414.62792765331955,591.414734502643
MA,"San Francisco, CA (Metropolitan Area)",30.0,12232.666666666666,2851.871488778158,3838.0,10965.25,12630.5,14068.75,16359.0,30.0,506.0628146795391,145.37236768899018,361.11012126389784,404.79488638353973,457.80151061984384,530.9847293995248,810.8667800172776
MA,"Sarasota/Bradenton, FL",30.0,826.8666666666667,560.0792883113982,158.0,436.25,736.5,1064.25,2290.0,30.0,277.026681225985,33.459166278410876,200.6191371075092,257.3246627617886,278.3415549305702,295.49814962640323,339.6383261810618
MA,"Savannah, GA",30.0,1027.6666666666667,465.3403154632127,158.0,811.5,875.5,1272.5,2151.0,30.0,268.9793179060161,35.46885603849875,200.57498176853017,239.23999276597428,264.6496414508731,290.10299810815695,342.4473841653925
MA,"Seattle, WA",30.0,4186.266666666666,1238.0239798617165,1650.0,3452.5,4003.0,4914.75,6540.0,30.0,414.73173727567024,92.97582942653504,283.1882406882407,362.40858834730363,392.3973503038153,418.6657343195248,636.3171444302359
MA,"St. Louis, MO",30.0,2304.4666666666667,462.2035477365247,726.0,2335.0,2442.0,2559.5,2745.0,30.0,371.3896695491731,78.581126058804,263.31291627436616,318.3879324063964,351.00020469978176,394.7382950300307,562.6680585980284
MA,"Syracuse, NY",3.0,617.3333333333334,123.31396244275558,517.0,548.5,580.0,667.5,755.0,3.0,314.18539817836705,21.743543593717533,291.1386728772747,304.1104226455339,317.0821724137931,325.7087608289133,334.33534924403347
MA,"Tampa, FL (Metropolitan Area)",30.0,8501.033333333333,1875.7138500118929,3806.0,7922.25,8603.0,9500.75,12439.0,30.0,236.4544083049097,22.597166944116267,184.97144063027574,230.27192702459521,240.73057073542898,255.29417834102935,268.22918285856895
MA,"Trenton, NJ",1.0,418.0,,418.0,418.0,418.0,418.0,418.0,1.0,195.193145200664,,195.193145200664,195.193145200664,195.193145200664,195.193145200664,195.193145200664
MA,"Tucson, AZ",17.0,520.3529411764706,246.0772087111255,156.0,324.0,537.0,739.0,852.0,17.0,453.7568975025188,84.17072331051355,358.7431623405913,403.5865953654189,425.3558024691358,458.2678571428571,631.5556285829043
MA,"Washington, DC (Metropolitan Area)",30.0,25830.466666666667,6436.091075057653,6675.0,24747.5,28441.5,29769.5,32063.0,30.0,214.76719855078682,32.20330311202981,167.63933972703796,198.45833748926057,210.26818622940175,223.63805010848662,331.27028894352645
MA,"West Palm Beach/Palm Beach, FL",30.0,4942.166666666667,937.7965400739718,2403.0,4407.0,4735.5,5521.5,7305.0,30.0,261.50035737577,23.46579151195849,210.64310447583287,251.09432692877863,259.0595323620183,279.2390988357356,298.96483621474067
MA,"Wilmington, NC",1.0,354.0,,354.0,354.0,354.0,354.0,354.0,1.0,160.45454545454544,,160.45454545454544,160.45454545454544,160.45454545454544,160.45454545454544,160.45454545454544
ME,"New York City, NY (Metropolitan Area)",6.0,256.6666666666667,25.53951187212995,229.0,239.5,250.0,271.75,296.0,6.0,272.981326556508,17.22989787129518,257.0909090909091,261.4994791666667,272.32741935483875,273.2420430107527,304.70512820512823
ME,"Orlando, FL",2.0,158.0,1.4142135623730951,157.0,157.5,158.0,158.5,159.0,2.0,243.5669540229885,7.000763516954416,238.61666666666667,241.0918103448276,243.5669540229885,246.04209770114946,248.51724137931038
ME,"Sanford, FL",10.0,182.0,19.78776277287444,156.0,164.75,179.5,197.25,213.0,10.0,207.44086210637482,27.236732984152148,175.92665070133424,184.2558263654154,205.4083582089552,224.99628995433795,251.46478873239437
ME,"Tampa, FL (Metropolitan Area)",17.0,187.41176470588235,76.695875723152,91.0,152.0,162.0,192.0,393.0,17.0,219.68809629744197,39.50638543134667,118.6987951807229,200.84,229.73134328358205,253.08333333333337,275.12
ME,"Washington, DC (Metropolitan Area)",30.0,1370.6666666666667,756.4536284228024,162.0,597.25,1773.5,1975.75,2369.0,30.0,282.50082086562264,62.695886377536105,196.2515340055782,235.2186701039617,256.706372038929,348.1305159188796,406.125
MI,"Fort Myers, FL",30.0,4047.0666666666666,860.655962076294,2629.0,3131.25,4331.5,4655.75,5664.0,30.0,245.2232189589601,20.45816760282909,203.10070004932297,234.30657293544093,247.82056046553316,259.8988695080101,279.4806216719441
MI,"Greensboro/High Point, NC",1.0,148.0,,148.0,148.0,148.0,148.0,148.0,1.0,304.68,,304.68,304.68,304.68,304.68,304.68
MI,"Greenville/Spartanburg, SC",5.0,235.2,108.13278873681193,138.0,166.0,167.0,339.0,366.0,5.0,416.1290483225077,82.66118494725472,313.5284083621906,391.3447723132969,408.0985915492958,424.8571428571427,542.8163265306123
MI,"Hartford, CT",29.0,840.2758620689655,249.90396677691498,229.0,855.0,885.0,970.0,1168.0,29.0,389.9306929647697,88.32892934064076,287.4669202087994,307.10265938069216,384.39255293674955,430.3700784064421,582.1793499228396
MI,"Houston, TX",30.0,2813.2,784.1878909265699,1557.0,2329.0,2543.0,3169.25,5425.0,30.0,325.4446153169437,63.47758732839105,209.18480441420525,274.9579954327012,343.73254882673666,362.2031409743861,435.818965961836
MI,"Indianapolis, IN",13.0,1337.076923076923,670.8939883392484,357.0,853.0,925.0,1926.0,2362.0,13.0,342.53906464933436,83.69868244399458,187.50390352836087,282.30652510225275,375.8804110621752,401.8177574059927,417.0792334152334
MI,"Jacksonville, FL",30.0,856.5333333333333,176.85991599301826,527.0,780.5,850.0,938.25,1369.0,30.0,293.95110821131027,33.78519353993012,209.75890131295535,282.3759613806035,297.375339345788,319.87298634230837,343.12934272300464
MI,"Kansas City, MO",30.0,1436.6,358.67799409536667,604.0,1216.25,1496.5,1608.5,2013.0,30.0,320.9523125012253,43.44612356848861,238.66996395339083,292.3784362251746,314.9792878677408,342.4622225357391,421.7790065495856
MI,"Key West, FL",1.0,105.0,,105.0,105.0,105.0,105.0,105.0,1.0,353.7710843373494,,353.7710843373494,353.7710843373494,353.7710843373494,353.7710843373494,353.7710843373494
MI,"Las Vegas, NV",30.0,7419.066666666667,1799.626722470492,3290.0,7039.5,8175.5,8460.75,9623.0,30.0,272.7507810803305,28.271460892541825,209.65915740028439,263.6232632192639,269.8439957402601,279.4545135924264,351.08929837892606
MI,"Little Rock, AR",1.0,133.0,,133.0,133.0,133.0,133.0,133.0,1.0,247.64583333333334,,247.64583333333334,247.64583333333334,247.64583333333334,247.64583333333334,247.64583333333334
MI,"Los Angeles, CA (Metropolitan Area)",30.0,7503.533333333334,1322.4798996799427,3718.0,7344.0,7824.5,8361.5,9129.0,30.0,392.0140982770602,65.32737208734568,300.8029425732126,356.89548667130634,368.5633091318295,415.22142037705225,604.0899269759451
MI,"Louisville, KY",11.0,817.4545454545455,271.3747827770162,161.0,698.5,896.0,1018.0,1101.0,11.0,309.26509909477795,23.170976217123375,260.64589509222657,300.1066545736493,310.95217427248673,328.71749044832427,334.7919506236338
MI,"Memphis, TN",20.0,577.3,246.97157304988937,148.0,455.5,682.0,768.25,883.0,20.0,413.856101172824,67.31826183965761,267.5671399247348,367.8302303866054,412.03327209634625,466.7615339652613,521.4921608128229
MI,"Miami, FL (Metropolitan Area)",30.0,7249.3,1719.7995903693209,4624.0,5603.0,7033.5,8642.5,10504.0,30.0,248.72431930507057,27.41805446373516,205.3677586713549,231.5831521426473,239.50000162484164,265.2211849113736,304.9948387871679
MI,"Milwaukee, WI",16.0,984.375,476.6934549582152,178.0,767.5,865.0,1178.75,1848.0,16.0,362.576730440013,70.77701343724006,225.63601219512196,331.92885907835586,391.2400819321768,406.8614788404638,446.7847663339383
MI,"Minneapolis/St. Paul, MN",30.0,2719.1,676.3224261681193,1129.0,2308.5,2655.5,3126.25,4034.0,30.0,399.02822311726464,94.47834823065207,248.0032186633749,323.1525702323805,394.92059084657,446.72111967231444,589.1317179004601
MI,"Myrtle Beach, SC",30.0,710.3666666666667,253.25937138712618,135.0,563.5,675.5,884.25,1241.0,30.0,174.4893169020633,17.61759277855991,143.849852269675,160.68428364532664,171.15593980223065,190.16551445926447,205.76006872852236
MI,"Nashville, TN",30.0,2516.0333333333333,489.5872634227193,1212.0,2371.5,2566.5,2837.75,3229.0,30.0,246.12921511097076,34.184493187731384,202.44877183151212,220.94061748112745,233.70381129178435,262.5225662856322,346.94489406500855
MI,"New Orleans, LA",30.0,1228.1666666666667,452.82021120767234,203.0,958.75,1109.0,1537.75,2023.0,30.0,286.0267519283168,45.92279193213908,195.33214881065274,242.5545833135517,308.00400822905283,319.6437446019481,352.3399867784105
MI,"New York City, NY (Metropolitan Area)",30.0,11183.5,2300.7491695922245,3582.0,10651.25,11544.0,12449.0,14680.0,30.0,296.75187989730654,58.37232547718104,211.3765827286954,261.21299882852344,287.8667281595166,328.05034848320156,470.09169814061596
MI,"Norfolk, VA (Metropolitan Area)",11.0,360.0,110.06361796706484,125.0,314.5,351.0,398.0,568.0,11.0,357.5461405129605,106.84347324783171,225.43554430379749,282.956334800804,292.5488282990288,437.930124006406,540.8712855297158
MI,"Oklahoma City, OK",2.0,451.5,222.73863607376248,294.0,372.75,451.5,530.25,609.0,2.0,288.83138260093307,15.868394586660242,277.6107331821617,283.2210578915474,288.83138260093307,294.44170731031875,300.0520320197044
MI,"Omaha, NE",1.0,125.0,,125.0,125.0,125.0,125.0,125.0,1.0,227.68750000000003,,227.68750000000003,227.68750000000003,227.68750000000003,227.68750000000003,227.68750000000003
MI,"Orlando, FL",30.0,9410.0,2136.818873126996,4209.0,7624.5,9974.5,11175.75,12554.0,30.0,221.60601055454464,23.65746903957812,172.8318144468514,204.93086190603705,222.9444392702419,239.40128636253746,261.0904327734315
MI,"Philadelphia, PA",30.0,2469.766666666667,641.5421443588143,805.0,2202.5,2420.5,2898.5,3742.0,30.0,341.79602517784144,90.33907037951325,217.36881977671453,260.62500797976116,335.82094870807646,418.03276411791796,505.65102800268005
MI,"Phoenix, AZ",30.0,4965.1,988.1844149403665,3515.0,4233.25,4842.0,5588.75,6918.0,30.0,308.8453344657622,34.43916457773214,249.7969353764157,281.33074713783867,305.80022872242427,341.92098235222926,362.46321810522994
MI,"Pittsburgh, PA",6.0,799.3333333333334,133.80084703269506,528.0,834.25,848.0,865.5,871.0,6.0,484.1046127512139,17.48414406280067,467.4412177328843,468.8339810432924,482.5180375697415,494.87333590615464,508.8859860821481
MI,"Portland, OR",30.0,898.7666666666667,267.3936376791048,313.0,714.5,904.0,1053.5,1465.0,30.0,425.98894739762176,65.74532891711928,342.4826913700634,392.0151822423134,409.9154047725103,437.46721108090605,615.665306122449
MI,"Punta Gorda, FL",8.0,727.0,258.12842872160695,229.0,709.25,820.0,881.5,934.0,8.0,149.92748550975844,13.723465169604149,129.66294720605066,143.68427297187614,148.62055259159808,153.82609221309423,173.3187687412031
MI,"Raleigh/Durham, NC",30.0,1314.7333333333333,280.48774431807834,712.0,1189.5,1287.0,1499.25,1925.0,30.0,311.27498075543224,65.32707256430814,212.97761698193713,263.7024880065515,309.91647632667593,340.22370852000125,498.08500669344045
MI,"Reno, NV",5.0,672.0,400.06062040645793,151.0,484.0,576.0,1065.0,1084.0,5.0,312.4655598072952,52.62975939855327,250.17062655320433,262.34302347417844,337.38888888888886,345.3072576252723,367.11800249493217
MI,"Sacramento, CA",14.0,404.57142857142856,179.1916525724576,133.0,226.5,447.5,549.0,596.0,14.0,343.67330316240515,21.949819137642436,278.6114019225278,336.5516147894095,346.7095334471977,356.77659837053136,368.96296296296293
MI,"Salt Lake City, UT",30.0,1044.6,255.88920016018784,663.0,810.5,1048.0,1170.75,1505.0,30.0,387.80180787435523,36.476008653833595,303.4337321983082,366.4580356639052,394.90265139681765,415.63250069005323,444.06339247330567
MI,"San Antonio, TX",30.0,947.4666666666667,213.1777198252319,484.0,791.0,973.5,1088.75,1254.0,30.0,351.58918638568946,36.35128693355108,290.2513528138528,320.17220054153944,359.65362570889874,379.36841452074003,418.8034323829154
MI,"San Diego, CA",30.0,1907.8333333333333,400.17858800646815,965.0,1723.5,1917.5,2058.75,2668.0,30.0,389.8725900784885,43.4180601393305,322.20001311733455,361.76178974486703,379.22439944490804,409.50445455379327,497.6977047735287
MI,"San Francisco, CA (Metropolitan Area)",30.0,3959.633333333333,847.6639901693861,1611.0,3704.75,3955.5,4309.5,5606.0,30.0,446.14726955609444,76.68107064027222,346.76985364457397,400.5878759647535,423.5281394852907,471.151357829142,646.9527787200361
MI,"Sanford, FL",13.0,680.0,392.7734716092725,175.0,198.0,742.0,909.0,1380.0,13.0,146.93859451152872,19.505877793550003,122.09179709179709,133.53413029019495,137.73074621369054,161.82191780821918,178.74603174603175
MI,"Sarasota/Bradenton, FL",23.0,326.2608695652174,216.40685953489307,94.0,168.0,219.0,463.5,715.0,23.0,279.12918733936,59.768052880989835,157.50632911392404,231.64075080763928,280.83333333333337,331.5991355537649,361.30357142857144
MI,"Seattle, WA",30.0,2102.633333333333,611.1728963193658,994.0,1702.0,1986.0,2660.5,3224.0,30.0,412.7433626254669,69.38435877285113,305.47447447447445,365.5330798934284,399.44362245198425,444.35296672548816,599.8704162909529
MI,"St. Louis, MO",30.0,2253.4666666666667,839.2684718349022,618.0,1796.0,2071.5,2885.0,3826.0,30.0,218.619649244978,38.52866380041116,173.1854248945955,183.08378161454885,211.15151817411856,243.73898464791398,290.10487023743786
MI,"Tampa, FL (Metropolitan Area)",30.0,5974.666666666667,1101.4233842008111,3763.0,5115.5,6120.5,6694.25,7722.0,30.0,222.556513475254,22.555423314301446,181.98780013533798,205.66392322930292,223.25073797730562,234.49474706508272,266.9088026643753
MI,"Trenton, NJ",1.0,425.0,,425.0,425.0,425.0,425.0,425.0,1.0,113.16286865431107,,113.16286865431107,113.16286865431107,113.16286865431107,113.16286865431107,113.16286865431107
MI,"Tucson, AZ",2.0,156.5,9.192388155425117,150.0,153.25,156.5,159.75,163.0,2.0,289.7168701944821,10.385610860358218,282.37313432835816,286.0450022614201,289.7168701944821,293.3887381275441,297.06060606060606
MI,"Washington, DC (Metropolitan Area)",30.0,7016.233333333334,1802.9834027452146,2645.0,5503.75,7831.5,8221.5,9903.0,30.0,262.91608663021253,73.98379438873893,163.93420784787037,214.5562194880749,245.541471249219,293.02882063383606,446.81024364808496
MI,"West Palm Beach/Palm Beach, FL",30.0,1129.3,451.3205260581213,279.0,777.5,1269.5,1410.75,2242.0,30.0,290.066409611998,33.313152978372344,227.82333266439224,262.2071607848488,292.9816373494939,313.50839075514017,341.4505875180135
MN,"Myrtle Beach, SC",4.0,311.0,169.11140312429163,106.0,230.5,313.0,393.5,512.0,4.0,172.80571021564896,15.392124079609427,155.1805588727012,162.2717022181753,174.88431373800287,185.41832173547652,186.27365451388886
MN,"Nashville, TN",30.0,1412.2333333333333,822.9124763169901,656.0,818.5,1074.5,1570.75,3635.0,30.0,357.72961123278486,99.92862373513921,183.2908116708393,279.04131299166676,370.9677388510223,434.7670580957785,510.595598349381
MN,"New Orleans, LA",29.0,951.4137931034483,319.2344097593244,457.0,764.0,905.0,1161.0,1628.0,29.0,355.1478212008797,87.7235867336912,210.95020191038282,280.30469730136616,344.448085818325,396.56973092267214,547.7028628738149
MN,"New York City, NY (Metropolitan Area)",30.0,7994.133333333333,1883.035402332304,2548.0,7069.25,8419.0,9251.5,10913.0,30.0,421.85087598958245,120.7724954277812,265.1336146763393,342.6841981270315,396.4855327993271,508.77095108683613,663.8483043017474
MN,"Norfolk, VA (Metropolitan Area)",5.0,252.4,111.73092678394823,165.0,165.0,183.0,371.0,378.0,5.0,312.4975777397186,24.907679647968585,286.27799010339135,297.24285714285713,304.560606060606,325.42051989878075,348.98591549295776
MN,"Omaha, NE",12.0,675.6666666666666,258.0547275758428,168.0,635.75,719.5,841.0,980.0,12.0,422.8423437130741,51.46562374059251,318.61697635135135,398.15241047314396,431.1121069142033,464.7347309541772,474.0952380952382
MN,"Orlando, FL",30.0,5815.333333333333,1728.8928754300089,2021.0,5002.0,6108.0,6813.25,8733.0,30.0,267.2618184857104,66.27290778102734,172.48799543136337,232.39951755362077,247.14313428300215,285.12582459599685,442.69350914504474
MN,"Palm Springs, CA",23.0,475.4782608695652,271.6720733071763,187.0,258.0,469.0,588.5,1097.0,23.0,315.29234482121063,40.449457732921736,240.38507245355692,282.28899821915644,320.59090909090907,340.46587097493335,389.93548387096774
MN,"Pensacola, FL",2.0,122.5,48.79036790187178,88.0,105.25,122.5,139.75,157.0,2.0,233.00295728368016,22.657312202519137,216.98181818181817,224.99238773274917,233.00295728368016,241.01352683461116,249.02409638554215
MN,"Philadelphia, PA",30.0,2428.233333333333,535.4579531020432,939.0,2230.75,2413.5,2814.75,3415.0,30.0,402.0450522049224,115.66729118156695,243.4145940335126,307.3910867068672,377.2685178453068,474.5491728105364,635.2170158030136
MN,"Phoenix, AZ",30.0,7074.733333333334,1784.1230035942094,4202.0,5733.25,6626.0,8414.75,10590.0,30.0,269.6019337212866,51.42112784383602,179.13900807250292,232.89826694698823,265.47816581184276,296.6507330576351,393.74966763328126
MN,"Pittsburgh, PA",30.0,945.4666666666667,251.88677441746876,258.0,838.25,1010.5,1107.75,1316.0,30.0,362.1867028147454,51.10203674724645,276.8782025350594,337.6824821346641,369.69071765027917,385.77126570145606,483.3743143746603
MN,"Portland, ME",3.0,321.0,59.09314681077663,273.0,288.0,303.0,345.0,387.0,3.0,225.17596326164872,25.731501983286467,195.46875,217.5139448924731,239.55913978494618,240.02956989247306,240.49999999999994
MN,"Portland, OR",30.0,1780.3,602.4771937306152,982.0,1336.5,1590.5,2192.5,3020.0,30.0,386.7220536287061,106.54076701807935,215.4875580022675,304.18248917090284,387.67844301548854,438.3516034899079,600.7762872154116
MN,"Punta Gorda, FL",2.0,202.5,14.849242404917497,192.0,197.25,202.5,207.75,213.0,2.0,146.0041218637993,2.4728461878269288,144.25555555555556,145.12983870967741,146.0041218637993,146.87840501792115,147.752688172043
MN,"Raleigh/Durham, NC",30.0,1215.6666666666667,382.6032728137804,582.0,950.75,1185.5,1446.75,2081.0,30.0,367.0744917866666,88.75277682364981,228.62877872975727,315.61099082433884,352.307971895921,400.1204342558228,553.3200293685755
MN,"Reno, NV",6.0,241.16666666666666,152.0492244855812,67.0,151.75,205.0,311.5,489.0,6.0,308.5408065411396,61.776953293011374,233.59375,257.09078475721867,329.216091954023,336.8314402238865,386.8
MN,"Sacramento, CA",29.0,865.5862068965517,325.84653675809017,127.0,867.0,950.0,1079.0,1430.0,29.0,394.2706087802732,69.8293231257416,276.6225873058623,361.99255787690566,381.0104980140544,425.25537681669016,580.9583333333334
MN,"Salt Lake City, UT",30.0,1370.3,333.7831373191592,862.0,1119.25,1237.5,1590.5,2155.0,30.0,383.7338149752984,35.3191380788004,310.74222511052017,360.5742561868982,379.55038313340344,414.8099747379422,448.9299582652876
MN,"San Antonio, TX",30.0,931.2,313.3753285626106,164.0,760.75,965.0,1078.25,1503.0,30.0,357.65492319571626,66.67968077434347,226.23560222390077,311.4180959903062,371.77457772815615,405.1022512261758,472.56
MN,"San Diego, CA",30.0,2689.7,652.6506247074574,1486.0,2358.75,2750.0,2998.25,3985.0,30.0,335.686069004763,68.94743800374033,226.80166369864108,292.11589821765824,333.6332556746126,354.37028952391813,510.35589057750764
MN,"San Francisco, CA (Metropolitan Area)",30.0,5360.3,1176.9928119195736,2073.0,4862.25,5396.0,5950.25,7505.0,30.0,389.57958383310563,88.78136755770727,246.81290491979456,309.05533108058074,395.19040357723986,426.52104805352667,566.667932524172
MN,"Sarasota/Bradenton, FL",6.0,638.8333333333334,280.47774718623697,158.0,520.75,797.0,813.0,834.0,6.0,225.07370678414296,30.27853845466174,197.97300312360554,206.45092240865964,217.6984962423773,228.77326425188335,281.90566037735846
MN,"Savannah, GA",3.0,316.0,101.11874208078342,241.0,258.5,276.0,353.5,431.0,3.0,234.6698599490653,22.153861178317186,210.64583333333337,224.8583252771333,239.07081722093324,246.68187325693128,254.2929292929293
